review_text,rating,date,sentiment,suggested_category,category_confidence,confidence_band,review_length,corrected_category
Api pick me eken kama ekak dana dawasata hamadama paya ganak badaginne weleenna una Service eka mama anthimai,1,2026-06-14 03:06:37,Negative,Driver Behavior & Safety,0.4875248670578003,medium,109,
I'll always use this app to transport..but now a days it's showing another price during booking .and after that it's showing plus 200rs like during drop location..how is it possible ..when the driver don't know the road or shortcuts means it's their mistake right.so u can't take money from us ..so I'm very disappointed with pick me now a days..if they don't know the road they will return and return to same road . but for that getting money from us bcz of the duration means very worst,1,2026-05-06 12:23:16,Negative,Pricing & Bidding,0.489132821559906,medium,488,
App is very slow.bad service.,1,2026-03-13 16:00:41,Negative,App Bugs,0.4893134534358978,medium,29,
"I switched from Uber Eats to PickMe to support a Sri Lankan platform, and it was a huge mistake. This is the 5th time I’ve had issues. Food gets prepared in minutes, but PickMe takes hours just to find a driver. Today I ordered at 7 PM, and by 10:14 PM there was still no rider, no updates, nothing. I even waited over 2 hours on their support line with no answer. PickMe clearly doesn’t value customers. I seriously regret choosing them.",1,2025-12-07 22:19:06,Negative,Delivery Issues,0.4983732402324676,medium,438,
"absolute worst service ever. Had made an order at 18.30 the cuatomer service team kept lying about arrival time... BTW so did the app... order finally arrived at 2037.. I refused the food as it was soggy. Customer service refused to refund the bill.. Absolutely unethical company, and the people who run it should be ashamed. I am uninstalling the app. Anyone thinking of installing it pls be aware... and a special mention to the operator Masoor (not aure if thats his real name)... Piece of work",1,2026-03-05 20:47:01,Negative,Delivery Issues,0.5040773153305054,medium,497,
The map doesnt work at all. when you pinpoint a location for a food order different one get placed. some random person would receive the order.,1,2025-12-20 11:46:02,Negative,App Bugs,0.5094303488731384,medium,143,
"⚠️Please think twice before downloading this app if you value your privacy and safety. I had a very bad experience. There is no proper customer support, and some drivers behave very unprofessionally. Abuse has been reported, and some drivers even call and scold or try to blackmail customers for leaving negative reviews. This is especially concerning for women’s safety. I strongly suggest using alternatives like Uber instead. Please be careful and stay safe.",1,2026-02-25 23:28:12,Negative,Privacy & Security,0.5128461122512817,medium,461,
one tuk tuk drive stole my powerbank and some food while I just went to take dinner at that time he opened my small bag and took the powerbank and some food and specially one things happened after I reached hotel they show me sir your tuk tuk charge was 3492 but while I book that time show 2992 but they ask me as per his mobile tuk tuk app shows 3492 but that time I don't open my app ..after I check in hotel that time I saw that my powerbank was not there so I complaint but no solution..,1,2026-03-22 01:36:00,Negative,Driver Behavior & Safety,0.5138201117515564,medium,492,
"the app literally scam people. when you just select the pick up and drop off points, it calculate the fare for the longest route, at first i thought it was the quickest route but thats not the case, and the driver take a route he prefer, which is usually the shortest route. And at the end there will be like 5km difference between the estimated distance and the actual distance but the fare won't change. so make sure you add stops on the route u plan to take, then only it calculates the fair fare.",1,2026-07-07 12:26:00,Negative,Driver Behavior & Safety,0.5145596861839294,medium,500,
Pickme has seen better days,2,2026-04-21 14:17:28,Negative,Driver Behavior & Safety,0.5157217383384705,medium,27,
I cannot access your appp,1,2026-06-11 17:46:14,Negative,Privacy & Security,0.5165010690689087,medium,25,
customers service very poor,1,2025-11-20 21:23:08,Negative,Support & Refunds,0.5280951857566833,medium,27,
"I filed a complaint because one drive didn't pick me up and just started the trip and charged me. in the meantime I tried to change my phone number cause I want to use local number to avoid roaming fee. when I finished changing the phone number, all the activities were gone!!! the ride history, complaint record, payment... all gone. when I switched back to the old number, all things were gone as well.... I have no idea how to retrieve my record. very bad experience on this app",1,2025-12-05 13:38:33,Negative,Driver Behavior & Safety,0.5301138162612915,medium,481,
I was late at least 15 times this month as both pick me and their drivers both deny the their own set prices,1,2025-12-13 09:02:48,Negative,Driver Behavior & Safety,0.5323768258094788,medium,108,
unterirdischer Kundenservice: nach unrechtmäßiger Abbuchung durch einen Fahrer ohne dass eine Transportfahrt stattgefunden hat diverse Kontaktierungsversuche des Kundensupport. Bis heute weder eine Antwort seitens PickMe noch eine Rückbuchung der Gebühren.,1,2025-11-19 12:37:24,Negative,Support & Refunds,0.5379239916801453,medium,256,
we are literally unable find a vehicle in a few minutes. this is very bad app,1,2025-12-20 11:43:13,Negative,App Bugs,0.5382258296012878,medium,77,
they put big marketing their ickme drivers accept card payments. total lies . they always cancel the ride when it comes to card payments,1,2025-10-03 18:14:11,Negative,Driver Behavior & Safety,0.5389231443405151,medium,136,
"This is by far the worst service app I have ever used. It lags so badly that the delivery address changes automatically, causing major inconvenience. The customer service is extremely poor, and to make matters worse, the customer service boy was rude and arrogant. He does not know how to handle customers or address concerns in a respectful way",1,2025-08-10 16:04:26,Negative,Support & Refunds,0.5478948950767517,medium,345,
"it doesn't show anything correctly, the app is always wrong!",1,2026-01-23 15:48:04,Negative,App Bugs,0.5509073734283447,medium,60,
This app is not opening in my mobile.,1,2026-04-25 14:05:43,Negative,App Bugs,0.5604768991470337,medium,37,
"when we cancel a ride selecting option to change the rider partner, it keeps on connecting to the same rider again and again... non sense app",1,2026-07-16 19:59:56,Negative,Support & Refunds,0.5615711212158203,medium,141,
"one of the drivers started the trip before even arriving at my pick up location, I called him and inquired and he said he didnt start the trip, since it already showed me 6mins to my pick up location and started the trip, he then cancelled the trip it was added as a card payment and the total amount deducted even though I didnt get the ride. I complained about this and one agent inquired that I will get my refund ad dumb fellow closed the ticket, 25 days and still didnt recieve my refund, scam!!",1,2026-02-20 21:37:14,Negative,Driver Behavior & Safety,0.5639081001281738,medium,500,
It every time laggs and the location changes either for the driver or for me. I prefer uber.,2,2026-03-29 19:10:44,Negative,Driver Behavior & Safety,0.5708158016204834,medium,92,
Too slow.. For the ride I was waiting long times..,1,2025-10-16 02:03:02,Negative,Driver Behavior & Safety,0.5716685652732849,medium,50,
me huththa melo rahak na eka pakekwath oni welawata ride eka ganne na,4,2026-01-09 13:39:54,Negative,Driver Behavior & Safety,0.577083170413971,medium,69,
"Pickme is poor in reading my location, even if I pin the location changes with every driver you send me. My door number shows elsewhere.",3,2026-05-04 20:45:21,Negative,Privacy & Security,0.5800062417984009,medium,136,
poor customer service with higher commission rate,1,2026-03-25 18:45:07,Negative,Support & Refunds,0.5811190009117126,medium,49,
App is good but better if you are not given the bid option for drivers Because of that the drivers bid unnecessarily and requesting over charges without accepting the ride. Therfore we get late.,4,2026-07-15 07:18:41,Negative,Driver Behavior & Safety,0.5832100510597229,medium,194,
wrost First thing they ask when we book a ride cash or card . If we say card booking is cancled 😂 Worst navigation as well. sometimes driver confirm over ride and go other hires wasting over time.,1,2025-09-22 07:33:56,Negative,Driver Behavior & Safety,0.5939249396324158,medium,196,
"worse , they have given an update in driver app ,it goes like only 3 seconds hire will available and after that it pass for some other driver it keeps going like that, finally no driver will pick the hire",1,2026-02-01 14:08:49,Negative,Driver Behavior & Safety,0.5943737626075745,medium,204,
"Useless app. The live location of the drivers moving does not show. Always drivers go to a different location and call us, which they claim is a fault in the app. Locations we select is not what the drivers recieve. Very lagging and an app which is not accurate in real time. Also now the time of the drivers is not showing (in how many minutes will the reach us)",1,2025-12-05 08:38:56,Negative,App Bugs,0.5957388877868652,medium,363,
how to hide your promotion notification ?????,1,2026-05-27 11:07:08,Negative,Privacy & Security,0.5967894196510315,medium,45,
Provide the ability to download the PickMe app through AppGallery so that Huawei phone users can also use it.,3,2025-12-13 19:28:53,Negative,Privacy & Security,0.6021131277084351,medium,109,
Be very careful when using this app. Agree the price before setting off. We did not confirm the price as we assumed it would be the price as given when booked. The driver doubled the distance & therefore the price - we think this is to pay for the trip back but we only went one way.,1,2026-02-16 09:04:09,Negative,Driver Behavior & Safety,0.6024837493896484,medium,283,
"Terrible app. They demanded that I pay an additional third of the fare a week after the trip because they miscalculated it. The driver was falling asleep during the ride, and then his car broke down in the middle of the route",1,2025-12-14 13:13:32,Negative,Driver Behavior & Safety,0.6060000658035278,medium,225,
"cheating ,its a fraud company cheating driver and the pasenger.",1,2026-03-26 03:11:32,Negative,Driver Behavior & Safety,0.6078780889511108,medium,63,
"I’m very disappointed with PickMe’s customer service. I waited almost 2 hours for one food order, and another time it took around 5 hours. When I called 1331 for help, the line was unstable, kept cutting off, or seemed to disconnect before my issue was resolved. Please improve your call capacity and make customer support more reliable.",1,2026-04-27 20:39:33,Negative,Support & Refunds,0.6080835461616516,medium,337,
the application not running well always.,4,2025-08-22 20:26:54,Negative,App Bugs,0.6145341396331787,medium,40,
"A useless app. No convenience for passengers, they only send old broken vehicles. They only want money. They should switch to Helago and try it. Pikmi is a great old scumbag.",1,2026-03-26 07:28:42,Negative,Driver Behavior & Safety,0.6156670451164246,medium,174,
"drivers bid ah, wow what is the difference between normal three-wheeler and pick me, i mean before this pick me was affordable and less payment than normal three-wheelers, now there is no difference, so why the hell we should hire pick me drivers?",1,2025-12-07 20:44:29,Negative,Pricing & Bidding,0.6162446141242981,medium,247,
Pickme membership is literally a trash no delivery partners would be founded since the delivery is free literally waited more than 3 hours and yet they refused to cancel and refund my money,1,2026-01-23 14:19:47,Negative,Support & Refunds,0.6170036196708679,medium,189,
"I didn’t receive my refund. I didn’t get the food, and the rider didn’t pick it up but marked the order as completed on the app. No one has resolved this issue, and my complaint was closed even though it’s not yet resolved. Please look into this matter.",1,2025-10-08 19:30:37,Negative,Support & Refunds,0.6171992421150208,medium,253,
"worst app ever,cannot find a ride even in an urgent situation",1,2025-10-21 06:55:28,Negative,App Bugs,0.6230790019035339,medium,61,
Very bad experience and drives are not accepting the rides. totally disappointed 👎🏼👎🏼,1,2025-12-12 18:38:25,Negative,Driver Behavior & Safety,0.6311375498771667,medium,85,
app eka godak wela load wenawa....ss upload krnna permission dunnoth pennanna puluwan....mge photone 4 ma mehemayi😟😵‍💫😖,2,2026-05-29 07:11:46,Negative,Privacy & Security,0.6323306560516357,medium,119,
Poor customer service and arrogant drivers,1,2025-12-08 07:47:44,Negative,Driver Behavior & Safety,0.6338644027709961,medium,42,
Before it was good. but now sooooo bad tooo slow to get a driver high rates and don't reccomend this I reccomend Uber(the best),3,2026-06-28 09:19:36,Negative,Driver Behavior & Safety,0.6370006203651428,medium,127,
The app downloading freezes in 99% it doesn't downloads....,3,2025-11-20 14:29:51,Negative,App Bugs,0.6388213634490967,medium,59,
Never received verification code even after many attempts. If you can't send a verification code to an overseas number how can we trust your service.,1,2026-02-09 04:56:11,Negative,Privacy & Security,0.6391057968139648,medium,149,
Worst experience ever had. Riders don't take the rides when it is urgent. 👎🏻,1,2026-01-28 13:55:01,Negative,Driver Behavior & Safety,0.6392807364463806,medium,76,
In the past days the app was great until 3 days ago the 50% offer in pickme wasn't working plus there are some map problems and if book one ride the ride becomes 2 . I think they should check this.,1,2025-08-23 11:37:25,Negative,App Bugs,0.6400046348571777,medium,197,
"the driver started the trip where he parked. I several times complained and even begged to start the trip from my pickup location, but he never listen. He argued that he started the trip in my pickup location. for this reason I have to pay RS. 350.00 extra. (He charged RS. 1400.00)",1,2025-12-31 17:43:52,Negative,Driver Behavior & Safety,0.6413050293922424,medium,282,
taken through many shortcuts when main roads are ok...,4,2026-02-26 21:26:36,Negative,Driver Behavior & Safety,0.6424034237861633,medium,54,
overall is ok but late night and morning bookings are unreliable. I booked a ride at 4.20am and they accepted but even after 20 minutes past the appointment time he didn't come. I couldn't even contact him.,2,2025-11-19 04:42:07,Negative,Driver Behavior & Safety,0.6466148495674133,medium,206,
