review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source
Good app. I found it to consistently underestimate the cost of each trip.,4,2026-03-15 05:24:33,English,Positive,0.9996,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.326440691947937,Fair Pricing,low,73,zero-shot-bart-large-mnli
best for my works,5,2026-03-14 11:35:46,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3774079978466034,Driver Service,low,17,zero-shot-bart-large-mnli
this is good travel app💎,5,2026-03-12 14:46:09,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.46317777037620544,App Experience,medium,24,zero-shot-bart-large-mnli
not delay good service,5,2026-03-12 11:14:00,English,Positive,0.6841,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.49539458751678467,Driver Service,medium,22,zero-shot-bart-large-mnli
Very polite driver.,5,2026-03-11 08:06:12,English,Positive,0.9982,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6416491270065308,Driver Service,medium,19,zero-shot-bart-large-mnli
very good services,5,2026-03-11 07:48:27,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.32690978050231934,App Experience,low,18,zero-shot-bart-large-mnli
very useful and good customer service,5,2026-03-10 21:58:18,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4316103160381317,App Experience,low,37,zero-shot-bart-large-mnli
very good service....for srilankans..,5,2026-03-09 07:35:33,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4357497990131378,Driver Service,low,37,zero-shot-bart-large-mnli
Honest rider the ttrawel is best,5,2026-03-08 11:01:20,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6637195944786072,Driver Service,high,32,zero-shot-bart-large-mnli
"PickMe is pretty solid tbh 🔗 fast rides, precise tracking, good locations, and the fares feel fair for what you get. Only downside? The driver meetup thing… sometimes it bugs out and shows way off, like 300m away, so gotta walk extra. Annoying but overall still worth it. But I'll give a solid five 🌟.",5,2026-03-04 15:00:28,English,Positive,0.9992,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7480490207672119,App Experience,high,301,zero-shot-bart-large-mnli
very nice and useful app,5,2026-03-03 17:30:26,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7174624800682068,App Experience,high,24,zero-shot-bart-large-mnli
This app is good travelling supported,5,2026-03-02 16:13:34,English,Positive,0.9993,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.41549238562583923,App Experience,low,37,zero-shot-bart-large-mnli
so super excited good 👍👍👍👍👍👍,5,2026-03-02 00:22:40,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.39512962102890015,App Experience,low,28,zero-shot-bart-large-mnli
Good response..Good driving...Good behavior ..,5,2026-03-01 20:07:28,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.9469640254974365,Driver Service,high,46,zero-shot-bart-large-mnli
prompt action taken,5,2026-03-01 13:50:10,English,Positive,0.999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3315393328666687,App Experience,low,19,zero-shot-bart-large-mnli
this is really helpful . i am from srilanka ... srilanka from matara why this app not available in my country.,5,2026-02-28 07:15:48,English,Positive,0.9741,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4095647931098938,App Experience,low,110,zero-shot-bart-large-mnli
superb & friendly app,5,2026-02-27 22:39:55,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5548213720321655,App Experience,medium,21,zero-shot-bart-large-mnli
excellent 👌👍 helpful,5,2026-02-24 11:08:22,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5124708414077759,Driver Service,medium,20,zero-shot-bart-large-mnli
Thank you to PickMe for promptly responding to my complaint and coordinating with the supplier. I appreciate the follow-up call and the arrangement made for the refund. It’s good to see that customer concerns are taken seriously and resolved.,4,2026-02-23 11:02:05,English,Positive,0.9997,POSITIVE,"helpful customer support, quick refund, good service",0.970869779586792,Good Support,high,242,zero-shot-bart-large-mnli
the best taxi app ever,5,2026-02-22 20:00:22,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5167952179908752,App Experience,medium,22,zero-shot-bart-large-mnli
it's very interesting,5,2026-02-22 16:31:17,English,Positive,0.9999,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.3803052604198456,Fair Pricing,low,21,zero-shot-bart-large-mnli
very good option,5,2026-02-22 15:07:23,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3473758399486542,App Experience,low,16,zero-shot-bart-large-mnli
"""Super convenient and reliable! Makes getting around the city so easy. Highly recommend!""",5,2026-02-20 21:52:06,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6545895338058472,App Experience,high,89,zero-shot-bart-large-mnli
customer service and problem solving is topnotch comparing to other organizations...👍 keep it up and thank you!,5,2026-02-19 00:09:12,English,Positive,0.9986,POSITIVE,"helpful customer support, quick refund, good service",0.6050031781196594,Good Support,medium,111,zero-shot-bart-large-mnli
best pick up app ever,5,2026-02-18 15:50:39,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.703680694103241,App Experience,high,21,zero-shot-bart-large-mnli
"highly recommend 👌 very fast , and very like",5,2026-02-18 07:22:03,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5722739696502686,App Experience,medium,44,zero-shot-bart-large-mnli
Driver Hasitha was a very polite chauffeur!,1,2026-02-15 21:39:05,English,Positive,0.9986,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8994853496551514,Driver Service,high,43,zero-shot-bart-large-mnli
very helpful ☺️,5,2026-02-14 22:44:58,English,Positive,0.9995,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.46076685190200806,Driver Service,medium,15,zero-shot-bart-large-mnli
really very helpful.,5,2026-02-14 20:38:40,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4542087912559509,App Experience,medium,20,zero-shot-bart-large-mnli
"reasonable prices, and on time arrival",5,2026-02-12 12:05:33,English,Positive,0.9964,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.44609948992729187,Fair Pricing,low,38,zero-shot-bart-large-mnli
fast safe and clean ride,5,2026-02-11 18:52:01,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5041131973266602,Driver Service,medium,24,zero-shot-bart-large-mnli
Driver Chathuranga- polite and careful Driver,5,2026-02-09 19:21:41,English,Positive,0.9986,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.963063657283783,Driver Service,high,45,zero-shot-bart-large-mnli
good to see in Galle,4,2026-02-08 23:28:12,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.40855562686920166,Driver Service,low,20,zero-shot-bart-large-mnli
Good services Some are mostly on time,5,2026-02-08 11:24:51,English,Positive,0.9986,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.47667932510375977,Driver Service,medium,37,zero-shot-bart-large-mnli
valuable for me,5,2026-02-08 08:49:13,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3646746575832367,App Experience,low,15,zero-shot-bart-large-mnli
"driver always tells us different price, always higher",3,2026-02-07 22:33:49,English,Positive,0.997,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.2345103621482849,Fair Pricing,low,53,zero-shot-bart-large-mnli
love you pick me.,5,2026-02-06 14:19:57,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.33711469173431396,Driver Service,low,17,zero-shot-bart-large-mnli
very fast and affordable,5,2026-02-05 23:22:33,English,Positive,0.9997,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.42368072271347046,App Experience,low,24,zero-shot-bart-large-mnli
"Dear Team, I am writing to share a suggestion regarding your application's user experience. ""I request you to enhance the application in the future by incorporating Accessibility features, such as Screen Reader support, to ensure it is easily usable by visually impaired individuals. This will make the application a truly inclusive platform for everyone."" Implementing these features would greatly assist users who rely on assi",5,2026-02-04 19:04:42,English,Positive,0.9987,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3945856988430023,Driver Service,low,428,zero-shot-bart-large-mnli
This app couldn't download in my phone some issues to download tha app please check the error and solve the error quickly. This is our recommend. Please consider it...,1,2026-02-04 13:08:21,English,Positive,0.9932,POSITIVE,"helpful customer support, quick refund, good service",0.8753363490104675,Good Support,high,167,zero-shot-bart-large-mnli
very very good app fantastic and definitely good app,5,2026-02-03 21:15:49,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7547846436500549,App Experience,high,52,zero-shot-bart-large-mnli
"Best App, Good service and easy to use No bugs at all",5,2026-02-02 16:30:29,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.8256436586380005,App Experience,high,53,zero-shot-bart-large-mnli
a very good app,5,2026-02-02 15:54:40,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6195055842399597,App Experience,medium,15,zero-shot-bart-large-mnli
good app and good service,4,2026-02-01 15:14:23,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.47152408957481384,App Experience,medium,25,zero-shot-bart-large-mnli
good journey. always,4,2026-01-31 13:30:30,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5349834561347961,Driver Service,medium,20,zero-shot-bart-large-mnli
"PickMe is a versatile and essential app for getting around Sri Lanka and ordering food or deliveries with ease. It combines ride-hailing, tuk-tuks, food delivery, and even logistics in one place, making it a great all-in-one solution for daily needs. Users appreciate the convenience of live driver tracking and flexible payment options",5,2026-01-30 10:01:36,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7141993045806885,App Experience,high,336,zero-shot-bart-large-mnli
very good friendly service app good service,5,2026-01-30 08:27:54,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.63059002161026,App Experience,medium,43,zero-shot-bart-large-mnli
please upgrade your map and locations,5,2026-01-28 22:20:29,English,Positive,0.9163,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.49880871176719666,Driver Service,medium,37,zero-shot-bart-large-mnli
safety app 100%,5,2026-01-27 10:57:17,English,Positive,0.9866,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4672384262084961,Driver Service,medium,15,zero-shot-bart-large-mnli
Very useful app,5,2026-01-27 09:11:49,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6521872282028198,App Experience,high,15,zero-shot-bart-large-mnli
pick me is the best platform to book a ride in srilanka,5,2026-01-26 12:25:07,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3088778853416443,App Experience,low,55,zero-shot-bart-large-mnli
excellent drivet,5,2026-01-24 07:05:38,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.48619937896728516,Driver Service,medium,16,zero-shot-bart-large-mnli
this is the very important app,5,2026-01-23 17:33:50,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3197624087333679,Driver Service,low,30,zero-shot-bart-large-mnli
Excellent. Very good Coordinator. thanks.,5,2026-01-23 11:56:04,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.37132254242897034,App Experience,low,41,zero-shot-bart-large-mnli
driver charged more than mentioned.,1,2026-01-22 14:28:06,English,Positive,0.9935,POSITIVE,"privacy, secure payments, account safety, trust",0.3848138749599457,Trust & Security,low,35,zero-shot-bart-large-mnli
Good experience,5,2026-01-21 18:08:50,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3780747950077057,App Experience,low,15,zero-shot-bart-large-mnli
Best Service 😎👍,5,2026-01-21 00:36:18,English,Positive,0.9996,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3334648311138153,Driver Service,low,15,zero-shot-bart-large-mnli
very easy app.They are doing their best. keep it up the good work always!,4,2026-01-20 21:28:42,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.691350519657135,App Experience,high,73,zero-shot-bart-large-mnli
very useful application thanks !,5,2026-01-20 15:42:22,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7544291019439697,App Experience,high,32,zero-shot-bart-large-mnli
If you can add Diesel Three wheeler option It will be really helpful,4,2026-01-17 12:07:47,English,Positive,0.9929,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.42158061265945435,Driver Service,low,68,zero-shot-bart-large-mnli
Driver has Good P.R. and good carering passengers.,4,2026-01-16 14:26:40,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8810547590255737,Driver Service,high,50,zero-shot-bart-large-mnli
very good happy good service by Mr salaman,5,2026-01-14 06:39:56,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6682142615318298,Driver Service,high,42,zero-shot-bart-large-mnli
"PickMe rates are the best because they are affordable, transparent, and fair for customers. The pricing is clearly shown before booking, so there are no hidden charges. Compared to other services, PickMe offers good value for money with reliable drivers and quick service. This makes it a convenient and budget-friendly choice for daily travel.",5,2026-01-11 08:46:21,English,Positive,0.9992,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.41242650151252747,Driver Service,low,344,zero-shot-bart-large-mnli
"As far as I understand, I'm posting this as the best app I've ever seen. Keep up the good work Pickme. Much Love!!! ❤️",5,2026-01-08 17:50:03,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5699052810668945,App Experience,medium,118,zero-shot-bart-large-mnli
better than average,4,2026-01-07 23:42:06,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.38889753818511963,Driver Service,low,19,zero-shot-bart-large-mnli
"very nice , driving very safety.",5,2026-01-06 17:37:36,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8618419170379639,Driver Service,high,32,zero-shot-bart-large-mnli
its very safe and low budjet,5,2026-01-05 00:50:20,English,Positive,0.8392,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.60700923204422,Driver Service,medium,28,zero-shot-bart-large-mnli
it is so useful in emergency,5,2026-01-04 19:29:35,English,Positive,0.9888,POSITIVE,"helpful customer support, quick refund, good service",0.294687420129776,Good Support,low,28,zero-shot-bart-large-mnli
Everything was well till last year. What's with the high prices? Huh?,3,2026-01-03 16:46:42,English,Positive,0.9706,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5400866866111755,Driver Service,medium,69,zero-shot-bart-large-mnli
Excellent Actual price is far above the estimated value.,3,2026-01-02 15:33:18,English,Positive,0.9991,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.38067299127578735,App Experience,low,56,zero-shot-bart-large-mnli
"Absolutely, this app so useful and very easy to transpotation love you pick me ❤️❤️",5,2026-01-01 13:16:57,English,Positive,0.9995,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.8977275490760803,App Experience,high,83,zero-shot-bart-large-mnli
"My heartfelt gratitude to Atastha for providing a comfortable and convenient journey at a very reasonable price❤️‍🔥🫂 There is now big news that some three-wheeler owners in Sri Lanka who are making money unfairly are protesting😅💔 The public is already giving you the strength to continue this service you are doing without giving up on anything. Don't be afraid of anything, we are always with you",5,2025-12-30 01:27:28,English,Positive,0.9997,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.40295445919036865,Fair Pricing,low,397,zero-shot-bart-large-mnli
"I'm from k funny short films YouTube channel, like to travel worldwide,when i was visiting Sri Lanka i could use the app. It's working well with my IOS and Android ❤️",5,2025-12-27 17:10:11,English,Positive,0.9991,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.8229357600212097,App Experience,high,166,zero-shot-bart-large-mnli
actually it is a good app than apps and the vehicles are more cheaper than the other vehicles,5,2025-12-26 15:46:36,English,Positive,0.9994,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.6317057013511658,Fair Pricing,medium,93,zero-shot-bart-large-mnli
very helpful app thanks,5,2025-12-26 10:34:25,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5538848638534546,App Experience,medium,23,zero-shot-bart-large-mnli
no annoying ads,5,2025-12-26 07:48:47,English,Positive,0.9922,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.4411936402320862,Fair Pricing,low,15,zero-shot-bart-large-mnli
this is amegerncy service and I like this app,1,2025-12-25 20:55:37,English,Positive,0.9923,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.43478304147720337,Driver Service,low,45,zero-shot-bart-large-mnli
wadoda eldeniya charge,5,2025-12-24 23:19:54,English,Positive,0.9871,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5857584476470947,Driver Service,medium,22,zero-shot-bart-large-mnli
Best Perform App Low Cost 👍,5,2025-12-23 21:10:00,English,Positive,0.899,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.49615195393562317,Fair Pricing,medium,27,zero-shot-bart-large-mnli
this very quick this is better then anchor apps,5,2025-12-19 19:56:32,English,Positive,0.8592,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6777746081352234,App Experience,high,47,zero-shot-bart-large-mnli
Very good app and easy to use👌,5,2025-12-19 12:03:09,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6903102397918701,App Experience,high,30,zero-shot-bart-large-mnli
"akram was a honest person, he returned my house keys after 1 hrs. I can recommend him, hope all pick me driver will have the same honesty",5,2025-12-18 22:47:34,English,Positive,0.9993,POSITIVE,"helpful customer support, quick refund, good service",0.8508363962173462,Good Support,high,137,zero-shot-bart-large-mnli
This app is so good 👍😊,5,2025-12-16 17:20:50,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.601564347743988,App Experience,medium,22,zero-shot-bart-large-mnli
hey pickme can u add the ride vehicle colour cuz its easy to find the right vehicel,4,2025-12-15 17:29:05,English,Positive,0.994,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5287999510765076,App Experience,medium,83,zero-shot-bart-large-mnli
this is a super app,5,2025-12-15 08:22:56,English,Positive,0.9964,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6010441780090332,App Experience,medium,19,zero-shot-bart-large-mnli
very courteous driver. Clean vehicle.,5,2025-12-12 15:13:23,English,Positive,0.9995,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8785223960876465,Driver Service,high,37,zero-shot-bart-large-mnli
He is driving the vehicle safely.,5,2025-12-12 12:41:49,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8074130415916443,Driver Service,high,33,zero-shot-bart-large-mnli
very good driver.,5,2025-12-11 18:20:12,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6793253421783447,Driver Service,high,17,zero-shot-bart-large-mnli
professional and peaceful drive,5,2025-12-11 17:10:56,English,Positive,0.9994,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.8559882640838623,Driver Service,high,31,zero-shot-bart-large-mnli
very quick in respond.,4,2025-12-11 12:53:03,English,Positive,0.9947,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5514619946479797,App Experience,medium,22,zero-shot-bart-large-mnli
it is very important app,5,2025-12-10 13:51:33,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3895646035671234,Driver Service,low,24,zero-shot-bart-large-mnli
the best app for tours,5,2025-12-10 08:10:08,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4618283212184906,App Experience,medium,22,zero-shot-bart-large-mnli
this app is very nice,5,2025-12-09 12:34:26,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5177544355392456,App Experience,medium,21,zero-shot-bart-large-mnli
helping to emergency time and good drivers. thanks pickme. plz increase to pickme drivers to Trincomalee. I love pickme.....❤️,5,2025-12-08 00:08:26,English,Positive,0.9997,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.7897508144378662,Driver Service,high,126,zero-shot-bart-large-mnli
Good service and reasonable charges,5,2025-12-07 15:10:49,English,Positive,0.9998,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.3527520000934601,Fair Pricing,low,35,zero-shot-bart-large-mnli
"Actually pickme is a very important service in srilanka. and also it's very safety. on the other hand we can trust their service. I have gone many trips by pickme service. That experiences are not bad. and the drives are very safety ( I have met.) However I can to say, this is good service ❤️😎",5,2025-12-06 17:39:07,English,Positive,0.9985,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5680226683616638,Driver Service,medium,294,zero-shot-bart-large-mnli
"love the app , hands down the best app in Sri Lanka",5,2025-12-03 20:36:30,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7243267893791199,App Experience,high,51,zero-shot-bart-large-mnli
"on time,friendly",5,2025-12-03 18:08:35,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6531317830085754,Driver Service,high,16,zero-shot-bart-large-mnli
Thank you for your generosity ❤️,5,2025-12-03 01:50:10,English,Positive,0.9998,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.36761197447776794,Fair Pricing,low,32,zero-shot-bart-large-mnli
great functionality!,5,2025-11-30 18:00:22,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5301511883735657,App Experience,medium,20,zero-shot-bart-large-mnli
It is good apps for sri lankan people meter vehicles are not profit,5,2025-11-26 18:08:58,English,Positive,0.9918,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3652748167514801,App Experience,low,67,zero-shot-bart-large-mnli
This app is very useful...& Very reasonable.,5,2025-11-23 17:04:26,English,Positive,0.9992,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.4532417058944702,App Experience,medium,44,zero-shot-bart-large-mnli
Good and helpful,5,2025-11-21 15:13:18,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5144622325897217,Driver Service,medium,16,zero-shot-bart-large-mnli
"good rider, professional quality",4,2025-11-21 04:53:32,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.826202929019928,Driver Service,high,32,zero-shot-bart-large-mnli
great service they provide for customers.,5,2025-11-19 19:04:14,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.39158737659454346,Driver Service,low,41,zero-shot-bart-large-mnli
Very good service provide,5,2025-11-19 11:13:06,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.43492648005485535,Driver Service,low,25,zero-shot-bart-large-mnli
super .....wow......fantastic,5,2025-11-18 18:04:10,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.3637923002243042,App Experience,low,29,zero-shot-bart-large-mnli
very valuable and affordable,5,2025-11-18 16:17:13,English,Positive,0.9999,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.5701168179512024,Fair Pricing,medium,28,zero-shot-bart-large-mnli
good app in sri lanka godd app,5,2025-11-17 20:28:54,English,Positive,0.9996,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5126489996910095,App Experience,medium,30,zero-shot-bart-large-mnli
I Love This App,5,2025-11-17 06:00:52,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6624211668968201,App Experience,high,15,zero-shot-bart-large-mnli
This one is very great,5,2025-11-15 12:35:25,English,Positive,0.9999,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5088212490081787,App Experience,medium,22,zero-shot-bart-large-mnli
Good transport service..,5,2025-11-14 16:11:20,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.5403282642364502,Driver Service,medium,24,zero-shot-bart-large-mnli
good more than road vehicles,5,2025-11-13 08:53:46,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3755503296852112,Driver Service,low,28,zero-shot-bart-large-mnli
Best riding app in Sri Lanka 🇱🇰,5,2025-11-13 02:00:19,English,Positive,0.9995,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.41278326511383057,App Experience,low,31,zero-shot-bart-large-mnli
"Late-night orders don't get picked up I've twice ordered past midnight this week. Both times the restaurant marked the food ""ready,"" I waited ~60 minutes, and no rider ever picked it up. You also can't cancel in-app. you have to call the hotline. After years with PickMe, this month has been very disappointing. Uber Eats has been faster, with a wider range and reliable 3 AM delivery.",1,2025-11-13 01:21:49,English,Positive,0.7297,POSITIVE,"privacy, secure payments, account safety, trust",0.3465385138988495,Trust & Security,low,385,zero-shot-bart-large-mnli
awesome gorgeous excellent wonderful well Experience Well Tallented Awesome DriverSanjayaawesome gorgeous excellent wonderful well Experience Well Tallented Awesome DriverSanjaya,5,2025-11-13 00:55:44,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.47578492760658264,Driver Service,medium,178,zero-shot-bart-large-mnli
everyday useful app,5,2025-11-12 07:28:28,English,Positive,0.9984,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7646304965019226,App Experience,high,19,zero-shot-bart-large-mnli
"on time arrived , friendly,",5,2025-11-12 00:12:49,English,Positive,0.9992,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.6971849799156189,Driver Service,high,27,zero-shot-bart-large-mnli
very nice and easy,5,2025-11-11 19:25:00,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.443060040473938,Driver Service,low,18,zero-shot-bart-large-mnli
It used to be great. not anymore.,1,2025-11-11 11:28:38,English,Positive,0.6676,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.33648255467414856,Driver Service,low,33,zero-shot-bart-large-mnli
it's a great app I love it but the only reason is that when ordering from pick me foods there has to be at least 5000 cash limit. In some shops when we order at least one item the price goes over 2500 so please make sure to check with this. Overall the best app for rides and delivery items. love it. But please make sure to check on that pick me foods. At least 5000 cash limit.,5,2025-11-11 11:09:36,English,Positive,0.9993,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.7661007046699524,App Experience,high,379,zero-shot-bart-large-mnli
so maybe use and play to find. really i liked than you dont wonton day to day data basically your could saved foray your galaxy gallery. be enjoy and keeping thus.,5,2025-11-11 08:24:01,English,Positive,0.9854,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.6686108112335205,App Experience,high,163,zero-shot-bart-large-mnli
It's very reasonable price for me and saftu,3,2025-11-10 12:53:42,English,Positive,0.9803,POSITIVE,"fair pricing, cheap fares, transparent pricing, discounts, good value",0.7229723930358887,Fair Pricing,high,43,zero-shot-bart-large-mnli
I'm very happy with pickme. thank you.,4,2025-11-10 10:34:03,English,Positive,0.9999,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.3280935287475586,Driver Service,low,38,zero-shot-bart-large-mnli
Very helpful and Timely. I use every day,5,2025-11-09 13:03:31,English,Positive,0.9998,POSITIVE,"app easy to use, fast app, user friendly, app works well",0.5954186916351318,App Experience,medium,40,zero-shot-bart-large-mnli
Excellent Service❤️,5,2025-11-09 09:41:22,English,Positive,0.9998,POSITIVE,"polite driver, safe driving, professional driver, friendly driver",0.4541942775249481,Driver Service,medium,19,zero-shot-bart-large-mnli
