review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
Pick me rides most of the time good. But pickme food delivery is poor service. Today I ordered for my dinner like 8'o clock. It took a long time like more than 1 and 1/2 hour to get my order from merchant. I called the merchant also. They informed us there is no delivery partners at that moment due to rain. But there is no rain in Colombo today. Just thunderstorm only.,2,2026-04-26 22:34:56,English,Negative,0.9976,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6338728070259094,Delivery Issues,medium,371,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
This app is not opening in my mobile.,1,2026-04-25 14:05:43,English,Negative,0.9995,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5604768991470337,App Bugs,medium,37,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
update ekk diyan pissu kelinw,5,2026-04-25 09:51:42,English,Negative,0.9799,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3361254632472992,Driver Behavior & Safety,low,29,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Very bad app... always taff change,1,2026-04-22 23:17:57,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.403360903263092,App Bugs,low,34,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Pickme has seen better days,2,2026-04-21 14:17:28,English,Negative,0.9859,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5157217383384705,Driver Behavior & Safety,medium,27,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Good app.. but some bugs here and there. I cannot text the riders using the inbuilt messaging app. Gives me something went wrong. and the notification icons on the notification bar shows a white empty ball .. not configured properly. Im in a pixel 9 pro,3,2026-04-21 09:09:39,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4850769639015198,App Bugs,medium,253,zero-shot-bart-large-mnli,App Bugs,keyword_rule
terrible service. there hotline never pick up a call. if a rider or a customer in a trouble there is no one to talk to.,1,2026-04-19 20:21:14,English,Negative,0.9989,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6120201945304871,Support & Refunds,medium,119,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
Drivers can see your personal number. Drivers use different vehicles instead of the registered number. Some of the Vehicles don't have AC.,1,2026-04-18 18:17:27,English,Negative,0.9936,NEGATIVE,"privacy, security, data, account safety",0.5117630958557129,Privacy & Security,medium,138,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
Hello Sir! Can't add our number please fix this issue,2,2026-04-18 16:17:27,English,Negative,0.9961,NEGATIVE,"privacy, security, data, account safety",0.3446120023727417,Privacy & Security,low,53,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"This app makes money in a very bad way. It used to be a good app, but now it works very badly. Whenever I try to go on a trip, the price for that destination increases to even more money. It's not really worth it, now it's an app that has become a nuisance, I don't even bother using it, the distance is short but the price is twice as high.",1,2026-04-18 04:39:23,English,Negative,0.9993,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4686192572116852,Pricing & Bidding,medium,341,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
absolutely the worst service ever.uber better than this,1,2026-04-18 01:00:07,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3029986917972564,Driver Behavior & Safety,low,55,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
one of the worst drivers you can get from this app. its so disappointing,1,2026-04-17 15:15:08,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5972174406051636,Driver Behavior & Safety,medium,72,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
PickMe asked me to cancel the order even after it was ready for pickup from Hurry Up Homagama. Happened more than once. PickMe app seems to be glitching.,1,2026-04-17 11:23:36,English,Negative,0.9988,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4236545860767364,App Bugs,low,153,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Placed two food orders and they couldn't find a rider for the delivery. had to self pickup. worst app,1,2026-04-17 10:03:28,English,Negative,0.9998,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4302848577499389,Delivery Issues,low,101,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
very low charges yes yes,5,2026-04-17 07:47:28,English,Negative,0.989,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2618216276168823,App Bugs,low,24,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
map location is very bad,3,2026-04-16 18:38:21,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2506585717201233,Driver Behavior & Safety,low,24,zero-shot-bart-large-mnli,App Bugs,keyword_rule
drivers are really indecent most of the time,5,2026-04-16 16:58:45,English,Negative,0.9414,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7898215055465698,Driver Behavior & Safety,high,44,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very poor service 😡,1,2026-04-16 14:10:33,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4481995701789856,Support & Refunds,low,19,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
piekme patta hodai.habai lagata yanna hadissiyakata piekme drivers la anna na.aka poddak hada gattha nam 100%i.,4,2026-04-15 18:02:28,English,Negative,0.993,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7305073142051697,Driver Behavior & Safety,high,111,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst customer service. not answering phones. totally worthless. don't use this,1,2026-04-15 14:53:29,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8232496976852417,Support & Refunds,high,79,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
Most of the time Vecles reached in schedule time but certain incidents expearienced negative Didnt reach at Scheduled time.,4,2026-04-15 06:34:57,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3185190260410309,Driver Behavior & Safety,low,123,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
really disgusting app. unacceptable reliability. The company has told a driver that a Wagon R can take only 3 people which is absurd. Wonder what their reason behind it. Such a stupid company.,1,2026-04-14 22:48:22,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4300478100776672,Driver Behavior & Safety,low,192,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Please have an auto cancellation after 1 hour if a delivery partner has not picked the order so we can order from elsewhere. Some times the merchant does not answer. Also, there is still quite a bad delay in the map sometimes. Please fix this.",3,2026-04-14 21:46:27,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2868967950344085,App Bugs,low,243,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
need to increase there driver search,3,2026-04-12 14:07:27,English,Negative,0.9927,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7262558341026306,Driver Behavior & Safety,high,36,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"The PickMe app is generally good and useful for daily travel. Booking rides is easy and convenient. However, there is a major issue with location accuracy. Even when I enter the correct location with a proper landmark (the same place shown correctly on Google Maps), the app does not seem to show my exact location to the rider. Because of this, drivers often call 4–5 times asking where I am. This creates unnecessary confusion and delays. I kindly request the PickMe team to improve the location",4,2026-04-11 15:09:14,English,Negative,0.9906,NEGATIVE,"privacy, security, data, account safety",0.467705100774765,Privacy & Security,medium,497,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
app add pc pickme,5,2026-04-11 14:06:19,English,Negative,0.9325,NEGATIVE,"privacy, security, data, account safety",0.4807344675064087,Privacy & Security,medium,17,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"I am extremely disappointed with my experience using the PickMe app. What used to be a convenient and reliable service has now become frustrating and unreliable. On multiple occasions, drivers have either accepted my ride and then canceled at the last minute or taken far too long to arrive without any proper updates. It feels like there is no accountability, and customers are left waiting without any clear communication. One of the biggest issues is the timing. The app often shows that a driver",2,2026-04-10 15:34:39,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.643065869808197,Driver Behavior & Safety,medium,499,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"I waited nearly 2 hours for my lunch to deliver, but no driver accepted the delivery. There was no proper communication or update during the wait. This is very poor service and a frustrating experience, and i will not use this service again.😡",1,2026-04-10 13:30:53,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5430582165718079,Driver Behavior & Safety,medium,242,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
worst app..it wasted drivers and passengers time and money,1,2026-04-07 10:06:41,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3105276823043823,App Bugs,low,58,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"absolutely the worst service ever. it started out good but now since their issue with not being able to use google maps, the app sucks. sometimes drivers go to the drop to pick someone up😑 and the prices seem to be getting higher too, not to mention most of the drivers are unfriendly and without any sort of ethics. they will accept the ride, wait a few minutes and cancel it themselves. worst app ever.",1,2026-04-07 08:10:46,English,Negative,0.9994,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7624216079711914,Driver Behavior & Safety,high,404,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
the worst app ever isn't a very good takes lots of time to get a driver and the drivers are very bad,1,2026-04-06 12:02:34,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7765836119651794,Driver Behavior & Safety,high,100,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
The drivers on this site is absolutely unqualified as professional drivers. Almost every driver will tackle for extra money.,2,2026-04-04 13:07:37,English,Negative,0.9939,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6557797193527222,Driver Behavior & Safety,high,124,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Very bad experience with PickMe. 1) About 2 months ago, LKR 100 was deducted for a courier order. The rider accepted and then cancelled, but the amount was never refunded. 2) On March 29: - LKR 100 was deducted when placing the courier order. - Later, LKR 250 was deducted again from my card. - Another LKR 250 was deducted from my PickMe coins. Multiple incorrect charges and no refunds so far. I also contacted support but got no response.",1,2026-04-03 17:23:46,English,Negative,0.9994,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8059917092323303,Support & Refunds,high,441,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"""Customer service is extremely poor... they don’t even answer calls... and even when they do, they don’t respond to the actual question asked.""",1,2026-04-03 10:51:21,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8251640200614929,Support & Refunds,high,143,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
I ordered some food items in pick me app . and shop said Oder is ready but driver is not connected. I ordered in 12.40 pm now time 16.08 pm still not delivered yet. succha waste app . still I'm in Hungary 😡🤬 and also I called do hot line they're not responding. cutting my call,1,2026-04-01 16:16:26,English,Negative,0.9992,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4416291415691376,Delivery Issues,low,277,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"😡😡😡Very disappointing experience with this app. After adding my car details and linking three payment cards for purchases through Pick Me, I noticed several unauthorized deductions from my accounts. A significant amount of money was taken without clear explanation. I reported the issue many times but have not received any refund so far. Customer service is extremely poor, calls are not answered, and responses are unclear. I strongly advise users to be careful before using this app.😡😡😡",1,2026-03-31 14:50:05,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8977406024932861,Support & Refunds,high,489,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"set naa dannam,customerta okkoma charges gewanna wela dan...",1,2026-03-31 14:28:12,English,Negative,0.9935,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2683092057704925,Pricing & Bidding,low,60,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I really satisified with this app. But I have concern in displaying our phone number detail to the drivers. please only allow them to contact us through the app only. Don't share our contact number with them. I had a bad experience on 28th March 2026. The driver called me and scold me in bad words. This is not good.,3,2026-03-31 11:44:12,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.698997437953949,Privacy & Security,high,317,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"Please fix these bugs. Early this morning, I booked a ride and completed it, but then another ride was automatically booked. Now the PickMe driver is shouting at me and insulting my mother.",1,2026-03-31 07:58:09,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8741418719291687,Driver Behavior & Safety,high,189,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very bad service,1,2026-03-30 22:09:45,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4698574841022491,Support & Refunds,medium,16,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
Bad service provider,1,2026-03-30 17:58:31,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.633435845375061,Support & Refunds,medium,20,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
bad app not safe,1,2026-03-30 16:49:02,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4084541797637939,App Bugs,low,16,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
very unfair taxi service,1,2026-03-30 14:22:58,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6746873259544373,Driver Behavior & Safety,high,24,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
one of the wrost taxi hailing app in sri lanka . anyone don't use this app.,1,2026-03-30 14:14:17,English,Negative,0.9975,NEGATIVE,"privacy, security, data, account safety",0.3555505275726318,Privacy & Security,low,75,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
worst experience,1,2026-03-30 14:05:40,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2998106777667999,Support & Refunds,low,16,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
No transparency 👎,1,2026-03-30 14:04:51,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4673916399478912,Driver Behavior & Safety,medium,17,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
verry bad company,1,2026-03-30 13:44:44,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.365374892950058,Driver Behavior & Safety,low,17,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"Pikme drivers are not paid enough, they ask for more money at the end of a hire we go to. Pikme company should take care of this.",1,2026-03-30 12:23:09,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6118960380554199,Driver Behavior & Safety,medium,129,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"no responsibility for the incorrect food delivered.. no refunds. just apologies.. we pay for food. delivery package,late night fees. fuel surcharge, busy time fees and many more but no control or governance over incorrect delivery",1,2026-03-29 22:48:53,English,Negative,0.9986,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5642234683036804,Delivery Issues,medium,230,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
It every time laggs and the location changes either for the driver or for me. I prefer uber.,2,2026-03-29 19:10:44,English,Negative,0.9814,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5708158016204834,Driver Behavior & Safety,medium,92,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"🤮🤮🤮🤮Pickme is the worst taxi app in Sri Lanka, they have hidden fees and the worst customer service.",1,2026-03-29 06:46:56,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6311371922492981,Support & Refunds,medium,100,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
i don recomend this app some drivers dont accept rides,1,2026-03-28 17:32:13,English,Negative,0.9971,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5084289908409119,Driver Behavior & Safety,medium,54,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"I purchased tickets from Pickme for NeYo live in Colombo in September, and however the show was cancelled without any reasons only 2 days before the date of the event. I applied for a refund on January and I have been waiting for a refund for three months and nothing happened. DO NOT EVER TRUST PICK ME PLATFORM FOR EVENT TICKETS !!!!!! Dear PickMe, stop doing scams and actively help people who trusted you in the process of returning the tickets.",1,2026-03-28 11:02:30,English,Negative,0.998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5600513219833374,Support & Refunds,medium,449,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"Back in September 2025, I purchased 120k worth of tickets via the Pick Me app for an event. The event eventually got cancelled. It's March 2026 and I'm still waiting on the refund.",1,2026-03-28 09:52:59,English,Negative,0.9983,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3583652675151825,Support & Refunds,low,180,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"This is the worst hide railing, delivery partner and event management partner. Do not fall for their over priced rates. they estimate one rate and then when you get off it magically changes. They also oragnize fake events such as ""NeYo - Live In Sri Lanka"" mark the event as completed after cancelling the event and do not refund the ticket holders money. Before using this unprofessional customer unfriendly app, their customer support is also absolutely horrible. MY ADVICE PLEASE USE UBER",1,2026-03-28 09:43:00,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6338555812835693,Support & Refunds,medium,491,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
"No discounts, the cost is soo much more than uber",1,2026-03-27 11:46:41,English,Negative,0.997,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.6319449543952942,Pricing & Bidding,medium,49,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
This is an app from a shady company that steals people's money. No one should download this.,1,2026-03-27 08:48:46,English,Negative,0.9983,NEGATIVE,"privacy, security, data, account safety",0.3967737853527069,Privacy & Security,low,92,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
don't use it.it is not safety and high price some times.,1,2026-03-27 06:48:07,English,Negative,0.9976,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4229147434234619,Driver Behavior & Safety,low,56,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
They charge more money.. They charge more than 8%...,1,2026-03-26 15:11:54,English,Negative,0.98,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.4896894991397857,Pricing & Bidding,medium,52,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"PickMe is an extremely poor app. It exploits its drivers and fails to ensure passenger safety. In comparison, Helago is a superior alternative.""",1,2026-03-26 09:36:43,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6547629237174988,Driver Behavior & Safety,high,144,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
over commission,1,2026-03-26 07:28:47,English,Negative,0.9697,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3321128785610199,Driver Behavior & Safety,low,15,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
"A useless app. No convenience for passengers, they only send old broken vehicles. They only want money. They should switch to Helago and try it. Pikmi is a great old scumbag.",1,2026-03-26 07:28:42,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6156670451164246,Driver Behavior & Safety,medium,174,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
A robbery organization,1,2026-03-26 06:50:24,English,Negative,0.9914,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3906835615634918,Pricing & Bidding,low,22,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
worst app ever i used,1,2026-03-26 06:34:47,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3053978681564331,App Bugs,low,21,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
This app is taking too much money from people...and ripping off drivers.,1,2026-03-26 04:13:10,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3338640630245209,Pricing & Bidding,low,72,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"cheating ,its a fraud company cheating driver and the pasenger.",1,2026-03-26 03:11:32,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6078780889511108,Driver Behavior & Safety,medium,63,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Evening is good but location tracking sometimes bugs. 💯✊🇱🇰,5,2026-03-26 02:27:17,English,Negative,0.9709,NEGATIVE,"privacy, security, data, account safety",0.7590675354003906,Privacy & Security,high,58,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"They always charge more than the amount, and the call center doesn't give any proper answers even when you call. Alternatives like Helago and Uber seem to be better.",1,2026-03-26 02:27:08,English,Negative,0.9989,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7193486094474792,Support & Refunds,high,165,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
poor customer service with higher commission rate,1,2026-03-25 18:45:07,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5811190009117126,Support & Refunds,medium,49,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
one of the worst app ever experienced i ordered food it's almost 4hrs delayed still not cable to cancel the order still it's. showing delivery partner assign soon worst app ever,1,2026-03-25 16:35:49,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5566553473472595,Delivery Issues,medium,177,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
useless at times. useless hotline. food gets delayed at times without anyone being able to settle it.,1,2026-03-23 00:03:14,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5234894156455994,Support & Refunds,medium,101,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"This all is a scam, don't use it !",1,2026-03-22 13:46:59,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3995122015476227,Support & Refunds,low,34,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
Very Bad Expirience. Driver completely misguide the instructions given. May be he is done it purposely for increase the hire amount..,1,2026-03-22 12:30:31,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.925036609172821,Driver Behavior & Safety,high,133,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
one tuk tuk drive stole my powerbank and some food while I just went to take dinner at that time he opened my small bag and took the powerbank and some food and specially one things happened after I reached hotel they show me sir your tuk tuk charge was 3492 but while I book that time show 2992 but they ask me as per his mobile tuk tuk app shows 3492 but that time I don't open my app ..after I check in hotel that time I saw that my powerbank was not there so I complaint but no solution..,1,2026-03-22 01:36:00,English,Negative,0.9984,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5138201117515564,Driver Behavior & Safety,medium,492,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
Account blok wats hapand,5,2026-03-21 21:59:19,English,Negative,0.9918,NEGATIVE,"privacy, security, data, account safety",0.4671270251274109,Privacy & Security,medium,24,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
worst taxi service,1,2026-03-20 10:04:01,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4674043953418731,Driver Behavior & Safety,medium,18,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
very bad because they are crediting 500 each and every month without our permission don't download this app ( for you keep your account safe ).,1,2026-03-20 04:58:07,English,Negative,0.9997,NEGATIVE,"privacy, security, data, account safety",0.901780605316162,Privacy & Security,high,143,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
"‼️‼️I honestly don’t even feel like giving one star for this app. I’ve been using PickMe for a long time, but recently I’ve been facing sudden price hikes that are very confusing. Even when I travel a shorter distance than the estimated kilometers, I get charged a higher price than what a normal tuk driver would take. Sometimes, for the same distance, the fare is much higher than the usual price they charge.",1,2026-03-19 13:22:54,English,Negative,0.9292,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7796596884727478,Pricing & Bidding,high,411,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"Used PickMe for a short ride from Shangri-La Colombo to Gini. Estimated fare was ~LKR 578 (21 mins, no traffic). We arrived and were already seated for dinner by 7:30 PM, yet the app charged LKR 2,497 and shows a trip duration of 1 hour 37 minutes — which is impossible. Support claimed I “requested a longer route,” but that does not explain a fabricated duration after drop-off. This is an obvious billing error and extremely concerning. Use with caution or avoid totally! scammers",1,2026-03-19 10:32:03,English,Negative,0.9978,NEGATIVE,"privacy, security, data, account safety",0.3777074515819549,Privacy & Security,low,483,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
purchased event tickets from them due to trust in company. event got cancelled and no refund as yet 3 months later!,1,2026-03-19 01:57:59,English,Negative,0.9985,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7123799324035645,Support & Refunds,high,115,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
Tried to get taxi from airport to Kadawatha 28/02/2026 Morning. 12 times driver's canseled the trip. finally I did booking with Uber and one go driver accept and picked me. Officer in the airport arraival terminal also not help full is simply rejected my request. Pleas use other service insted of PickMe Pick me has blocked my account insted of taking action against their unprofessional drivers. 😁😁,1,2026-03-18 15:48:11,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8088021874427795,Driver Behavior & Safety,high,400,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
magaginuma aktiya kara atha,5,2026-03-18 11:57:20,English,Negative,0.973,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2965083420276642,Driver Behavior & Safety,low,27,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"very bad, the delivery is delayed more than 2 hrs and it really worse the customer service couldn't cancel the order, worst",1,2026-03-17 18:40:43,English,Negative,0.9995,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6186448931694031,Support & Refunds,medium,123,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
the rob us. rates are too much..,1,2026-03-17 15:15:29,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3072435855865478,Pricing & Bidding,low,32,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
useless customer service with an outdated app,1,2026-03-16 15:32:55,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6427317261695862,Support & Refunds,medium,45,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
